Well,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony,Plate,Cells per well
N23,"124,358","145,907","34,044","6,844",-313,879,101,129,"9,270",42,"4,849",N,6,0
N24,"90,289","126,206","40,634","1,851",-408,404,5,57,"10,462",218,"7,185",N,6,0
O1,"98,463","112,027","29,645","2,871",-309,235,73,-34,"8,257",10,"7,821",N,6,0
O2,"97,251","125,064","34,402","2,697",-539,373,73,-215,"10,946",163,"12,392",N,6,0
O3,"118,194","144,987","41,998","1,816",-538,557,13,189,"18,347",485,"4,486",N,6,0
O4,"106,170","123,823","25,272","4,027",-215,796,265,160,"10,533",-71,"2,896",N,6,0
O5,"130,259","134,258","51,131","2,951",-601,473,-93,-338,"11,658",-189,"11,669",N,6,0
O6,"116,631","118,947","34,911","3,628",-378,587,118,218,"9,332","1,131",692,N,6,0
O7,"119,265","136,462","77,187","1,284",-396,772,156,677,"8,355",483,"6,269",N,6,0
O8,"107,708","113,005","29,599","2,243",-30,"1,032",-39,262,"12,840",140,"2,478",N,6,0
O9,"140,232","132,853","28,616","2,476",-437,454,159,-87,"12,315",-184,"10,570",N,6,0
O10,"133,262","140,711","25,144","2,265",-371,397,-49,-56,"8,434",-67,"5,730",N,6,0
O11,"135,695","137,772","38,177","1,541",-437,579,40,131,"15,498",-6,"6,766",N,6,0
O12,"96,667","122,779","33,305","1,639",-248,568,194,522,"7,080",294,682,N,6,0
O13,"98,607","114,268","28,447","2,917",-240,426,89,365,"7,274",471,602,N,6,0
O14,"83,641","105,008","26,296","1,300",-5,335,-16,235,"3,516",339,312,N,6,0
O15,"136,755","164,865","63,446",476,-512,141,91,"-1,039","14,254",-664,"42,032",N,6,0
O16,"118,983","120,537","30,128","2,762",-217,311,89,315,"5,074",215,320,N,6,0
O17,"106,502","159,895","91,542","3,764",-314,682,26,175,"10,641",21,"4,537",N,6,0
O18,"96,576","114,159","25,365","2,074",-98,260,-17,-28,"2,771",-53,"2,863",N,6,0
O19,"120,799","129,859","38,343","5,263",-371,800,38,469,"11,793",-247,"3,134",N,6,0
O20,"144,193","172,552","22,032","2,187",-257,528,113,102,"5,933",327,"2,244",N,6,0
O21,"158,041","156,409","56,865","2,943",-159,625,190,618,"5,624",358,"1,664",N,6,0
O22,"122,567","130,035","26,484","3,736",-162,552,-22,316,"6,818",-170,"1,447",N,6,0
O23,"135,411","141,653","58,349","6,182",-521,"1,142",-9,181,"19,382","1,275","9,960",N,6,0
O24,"112,621","134,988","78,405","1,530",-109,702,-47,720,"6,425",329,"1,273",N,6,0
P1,"108,070","120,956","20,134",990,-999,336,13,-202,"23,679",160,"11,052",N,6,0
P2,"124,923","151,745","64,670",334,-35,652,"1,947",549,"9,705",283,"5,205",N,6,0
P3,"90,995","113,521","29,408","3,000",-143,434,55,278,"5,587",-3,"1,073",N,6,0
P4,"115,072","127,551","32,411","2,499",-296,383,-26,139,"6,284",234,"1,029",N,6,0
P5,"104,553","113,980","22,880","3,451",-141,336,112,187,"2,692",127,272,N,6,0
P6,"120,335","126,310","29,602","2,663",-82,171,-32,142,"2,256",68,189,N,6,0
P7,"106,064","121,182","32,804","3,104",-91,370,-99,293,"4,974",34,264,N,6,0
P8,"162,037","175,475","58,250","8,373",-420,"1,102",57,87,"13,986",115,"11,090",N,6,0
P9,"134,224","148,603","50,474","3,464",-178,"1,490",72,372,"8,038",694,500,N,6,0
P10,"102,270","123,241","48,809","1,412",-272,334,-48,-205,"7,881",392,"20,688",N,6,0
P11,"122,858","167,411","73,046","6,214",-499,786,49,129,"13,706",-67,"13,920",N,6,0
P12,"113,465","118,580","22,520","3,169",-326,341,189,61,"9,907",209,"4,711",N,6,0
P13,"93,051","112,085","20,386","2,402",-88,218,-40,67,"6,257",49,"3,745",N,6,0
P14,"126,159","126,374","31,931","2,130",-453,581,-56,94,"14,301",190,"7,343",N,6,0
P15,"85,857","114,529","60,569",882,214,742,218,794,"3,354",514,797,N,6,0
P16,"111,823","119,887","29,746","3,981",-100,776,24,275,"3,441",49,500,N,6,0
P17,"121,452","133,838","27,456","3,382",-206,421,36,127,"6,434",415,"3,125",N,6,0
P18,"126,286","153,353","86,085",455,-290,321,60,172,"9,270",406,"13,662",N,6,0
P19,"124,696","138,282","32,072","4,571",-219,445,70,236,"5,770",717,362,N,6,0
P20,"127,804","139,309","44,605","2,706",-347,172,153,-658,"10,002",885,"23,616",N,6,0
P21,"85,194","101,833","25,862","1,684",-140,336,222,437,"5,389",336,287,N,6,0
P22,"135,953","184,113","55,488","2,279",-269,722,44,611,"11,534",315,"11,681",N,6,0
P23,"104,669","131,730","40,086","4,744",-170,707,57,803,"6,320",314,"1,240",N,6,0
P24,"111,102","136,441","52,676","4,019",-358,867,7,587,"9,431",314,764,N,6,0
